,ID,innings,total_run,batters,bowlers,Venue
1428,501257,1,28,['AM Rahane' 'SPD Smith' 'JC Buttler'],['PP Chawla' 'M Prasidh Krishna' 'SP Narine'],Himachal Pradesh Cricket Association Stadium
1429,501257,2,65,['CA Lynn' 'SP Narine'],['DS Kulkarni' 'K Gowtham' 'JC Archer'],Himachal Pradesh Cricket Association Stadium
1430,501256,1,27,['DA Warner' 'JM Bairstow' 'V Shankar'],['AS Rajpoot' 'Mujeeb Ur Rahman' 'Mohammed Shami'],Wankhede Stadium
1431,501256,2,38,['KL Rahul' 'CH Gayle' 'MA Agarwal'],['B Kumar' 'Sandeep Sharma' 'Rashid Khan' 'Mohammad Nabi'],Wankhede Stadium
1432,501255,1,29,['CA Lynn' 'SP Narine' 'RV Uthappa' 'N Rana' 'KD Karthik' 'Shubman Gill'],['DL Chahar' 'Harbhajan Singh' 'RA Jadeja'],M Chinnaswamy Stadium
1433,501255,2,40,['SR Watson' 'F du Plessis' 'SK Raina' 'AT Rayudu'],['PP Chawla' 'M Prasidh Krishna' 'SP Narine'],M Chinnaswamy Stadium
1434,501254,1,50,['KL Rahul' 'CH Gayle'],['JP Behrendorff' 'JJ Bumrah' 'AS Joseph'],Holkar Cricket Stadium
1435,501254,2,50,['Q de Kock' 'SD Lad' 'SA Yadav'],['AS Rajpoot' 'Mohammed Shami' 'GC Viljoen'],Holkar Cricket Stadium
1436,501253,1,54,['AM Rahane' 'JC Buttler' 'SV Samson' 'SPD Smith' 'RA Tripathi'],['DL Chahar' 'MJ Santner' 'SN Thakur'],"MA Chidambaram Stadium, Chepauk"
1437,501253,2,24,['SR Watson' 'SK Raina' 'F du Plessis' 'AT Rayudu' 'KM Jadhav' 'MS Dhoni'],['DS Kulkarni' 'JD Unadkat' 'JC Archer'],"MA Chidambaram Stadium, Chepauk"
1438,501252,1,41,['JL Denly' 'RV Uthappa' 'Shubman Gill'],['I Sharma' 'CH Morris' 'K Rabada' 'AR Patel'],Sawai Mansingh Stadium
1439,501252,2,57,['PP Shaw' 'S Dhawan' 'SS Iyer' 'RR Pant'],['M Prasidh Krishna' 'LH Ferguson' 'AD Russell'],Sawai Mansingh Stadium
1440,501251,1,57,['RG Sharma' 'Q de Kock'],['K Gowtham' 'DS Kulkarni' 'JC Archer' 'JD Unadkat'],"Punjab Cricket Association Stadium, Mohali"
1441,501251,2,59,['AM Rahane' 'JC Buttler'],['JP Behrendorff' 'AS Joseph' 'RD Chahar' 'JJ Bumrah'],"Punjab Cricket Association Stadium, Mohali"
1442,501250,1,60,['KL Rahul' 'CH Gayle'],['UT Yadav' 'Navdeep Saini' 'Mohammed Siraj'],"Rajiv Gandhi International Stadium, Uppal"
1443,501250,2,63,['PA Patel' 'V Kohli' 'AB de Villiers'],['SM Curran' 'Mohammed Shami' 'R Ashwin' 'M Ashwin'],"Rajiv Gandhi International Stadium, Uppal"
1444,501249,1,49,['CA Lynn' 'SP Narine' 'N Rana'],['DL Chahar' 'SN Thakur' 'MJ Santner' 'RA Jadeja'],Sawai Mansingh Stadium
1445,501249,2,44,['SR Watson' 'F du Plessis' 'SK Raina' 'AT Rayudu'],['M Prasidh Krishna' 'HF Gurney' 'AD Russell' 'SP Narine'],Sawai Mansingh Stadium
1446,501248,1,51,['PP Shaw' 'S Dhawan' 'C Munro' 'SS Iyer'],['B Kumar' 'KK Ahmed' 'Sandeep Sharma'],"Punjab Cricket Association Stadium, Mohali"
1447,501248,2,40,['DA Warner' 'JM Bairstow'],['I Sharma' 'K Rabada' 'CH Morris'],"Punjab Cricket Association Stadium, Mohali"
1448,501247,1,45,['PA Patel' 'V Kohli' 'AB de Villiers'],['JP Behrendorff' 'SL Malinga' 'JJ Bumrah'],M Chinnaswamy Stadium
1449,501247,2,67,['Q de Kock' 'RG Sharma'],['UT Yadav' 'Navdeep Saini' 'Mohammed Siraj' 'YS Chahal'],M Chinnaswamy Stadium
1450,501246,1,39,['KL Rahul' 'CH Gayle' 'MA Agarwal'],['DS Kulkarni' 'JD Unadkat' 'JC Archer'],Wankhede Stadium
1451,501246,2,54,['RA Tripathi' 'JC Buttler' 'SV Samson'],['Arshdeep Singh' 'Mujeeb Ur Rahman'],Wankhede Stadium
1452,501245,1,41,['SR Watson' 'F du Plessis'],['B Kumar' 'KK Ahmed' 'Sandeep Sharma'],Eden Gardens
1453,501245,2,68,['DA Warner' 'JM Bairstow' 'KS Williamson'],['DL Chahar' 'SN Thakur' 'Imran Tahir'],Eden Gardens
1454,501244,1,57,['RG Sharma' 'Q de Kock'],['I Sharma' 'K Rabada' 'CH Morris' 'KMA Paul'],M Chinnaswamy Stadium
1455,501244,2,48,['PP Shaw' 'S Dhawan'],['HH Pandya' 'RD Chahar' 'SL Malinga' 'J Yadav' 'JJ Bumrah'],M Chinnaswamy Stadium
1456,501243,1,42,['PA Patel' 'V Kohli' 'AD Nath'],['HF Gurney' 'SP Narine' 'M Prasidh Krishna'],"Rajiv Gandhi International Stadium, Uppal"
1457,501243,2,37,['CA Lynn' 'SP Narine' 'Shubman Gill' 'RV Uthappa' 'N Rana'],['DW Steyn' 'Navdeep Saini' 'Mohammed Siraj'],"Rajiv Gandhi International Stadium, Uppal"
1458,501242,1,46,['Q de Kock' 'RG Sharma' 'SA Yadav'],['STR Binny' 'DS Kulkarni' 'S Gopal' 'JC Archer' 'JD Unadkat'],Nehru Stadium
1459,501242,2,60,['AM Rahane' 'SV Samson' 'SPD Smith'],['HH Pandya' 'KH Pandya' 'SL Malinga' 'RD Chahar' 'JJ Bumrah'],Nehru Stadium
1460,501241,1,50,['KL Rahul' 'CH Gayle' 'MA Agarwal' 'DA Miller'],['I Sharma' 'S Lamichhane' 'K Rabada'],Dr DY Patil Sports Academy
1461,501241,2,60,['PP Shaw' 'S Dhawan' 'SS Iyer'],['Mohammed Shami' 'SM Curran' 'GC Viljoen' 'Harpreet Brar' 'R Ashwin'],Dr DY Patil Sports Academy
1462,501240,1,61,['CA Lynn' 'SP Narine' 'Shubman Gill' 'N Rana'],['B Kumar' 'S Nadeem' 'KK Ahmed' 'Sandeep Sharma'],"MA Chidambaram Stadium, Chepauk"
1463,501240,2,72,['DA Warner' 'JM Bairstow'],['HF Gurney' 'Y Prithvi Raj' 'PP Chawla' 'SP Narine' 'KC Cariappa'],"MA Chidambaram Stadium, Chepauk"
1464,501239,1,49,['PA Patel' 'V Kohli' 'AB de Villiers'],['DL Chahar' 'SN Thakur'],"Rajiv Gandhi International Stadium, Uppal"
1465,501239,2,32,['SR Watson' 'F du Plessis' 'SK Raina' 'AT Rayudu' 'KM Jadhav' 'MS Dhoni'],['DW Steyn' 'Navdeep Saini' 'UT Yadav'],"Rajiv Gandhi International Stadium, Uppal"
1466,501238,1,52,['AM Rahane' 'SPD Smith'],['I Sharma' 'K Rabada' 'AR Patel'],Feroz Shah Kotla
1467,501238,2,59,['PP Shaw' 'S Dhawan'],['STR Binny' 'DS Kulkarni' 'JD Unadkat' 'S Gopal' 'JC Archer'],Feroz Shah Kotla
1468,501237,1,54,['DA Warner' 'JM Bairstow' 'MK Pandey'],['DL Chahar' 'Harbhajan Singh'],Wankhede Stadium
1469,501237,2,49,['SR Watson' 'F du Plessis' 'SK Raina'],['B Kumar' 'KK Ahmed' 'Shakib Al Hasan' 'Sandeep Sharma'],Wankhede Stadium
1470,501236,1,70,['PA Patel' 'V Kohli' 'AB de Villiers'],['AS Rajpoot' 'Mohammed Shami'],"MA Chidambaram Stadium, Chepauk"
1471,501236,2,68,['KL Rahul' 'CH Gayle' 'MA Agarwal'],['TG Southee' 'UT Yadav' 'Navdeep Saini' 'YS Chahal'],"MA Chidambaram Stadium, Chepauk"
1472,501235,1,32,['CA Lynn' 'N Rana' 'Shubman Gill' 'KD Karthik'],['VR Aaron' 'O Thomas' 'JC Archer'],Sawai Mansingh Stadium
1473,501235,2,55,['AM Rahane' 'SV Samson' 'SPD Smith'],"['CR Brathwaite' 'M Prasidh Krishna' 'AD Russell' 'SP Narine'
 'Y Prithvi Raj']",Sawai Mansingh Stadium
1474,501234,1,45,['RG Sharma' 'Q de Kock' 'E Lewis'],['DL Chahar' 'Harbhajan Singh'],Eden Gardens
1475,501234,2,40,['M Vijay' 'SR Watson' 'SK Raina' 'AT Rayudu' 'KM Jadhav'],['SL Malinga' 'KH Pandya' 'HH Pandya' 'JJ Bumrah'],Eden Gardens
1476,501233,1,51,['DA Warner' 'KS Williamson' 'MK Pandey'],['VR Aaron' 'O Thomas' 'S Gopal' 'JD Unadkat'],Nehru Stadium
1477,501233,2,60,['AM Rahane' 'LS Livingstone'],['B Kumar' 'Shakib Al Hasan' 'Rashid Khan' 'KK Ahmed' 'S Kaul'],Nehru Stadium
1478,501232,1,59,['PP Shaw' 'S Dhawan' 'SS Iyer'],['UT Yadav' 'Washington Sundar' 'YS Chahal' 'Navdeep Saini'],M Chinnaswamy Stadium
1479,501232,2,64,['PA Patel' 'V Kohli' 'AB de Villiers'],['I Sharma' 'AR Patel' 'S Lamichhane' 'K Rabada'],M Chinnaswamy Stadium
1480,501231,1,50,['Shubman Gill' 'CA Lynn'],['BB Sran' 'KH Pandya' 'SL Malinga' 'JJ Bumrah'],Sawai Mansingh Stadium
1481,501231,2,41,['Q de Kock' 'RG Sharma' 'E Lewis' 'SA Yadav'],['S Sandeep Warrier' 'SP Narine' 'HF Gurney'],Sawai Mansingh Stadium
1482,501230,1,77,['DA Warner' 'WP Saha'],['Arshdeep Singh' 'Mujeeb Ur Rahman' 'Mohammed Shami' 'R Ashwin'],Feroz Shah Kotla
1483,501230,2,44,['KL Rahul' 'CH Gayle' 'MA Agarwal'],['KK Ahmed' 'B Kumar' 'Sandeep Sharma' 'Rashid Khan'],Feroz Shah Kotla
1484,501229,1,62,"['V Kohli' 'AB de Villiers' 'MP Stoinis' 'H Klaasen' 'Gurkeerat Singh'
 'PA Patel' 'P Negi' 'Navdeep Saini']",['VR Aaron' 'S Gopal' 'R Parag' 'JD Unadkat' 'O Thomas'],Nehru Stadium
1485,501229,2,41,['SV Samson' 'LS Livingstone'],['UT Yadav' 'Navdeep Saini' 'K Khejroliya' 'YS Chahal'],Nehru Stadium
1486,501228,1,27,['F du Plessis' 'SR Watson' 'SK Raina'],['TA Boult' 'J Suchith' 'CH Morris' 'AR Patel'],Dr DY Patil Sports Academy
1487,501228,2,59,['PP Shaw' 'SS Iyer' 'S Dhawan' 'RR Pant'],['DL Chahar' 'Harbhajan Singh'],Dr DY Patil Sports Academy
1488,501227,1,44,['RG Sharma' 'Q de Kock' 'SA Yadav'],['B Kumar' 'KK Ahmed' 'Mohammad Nabi' 'Rashid Khan'],Feroz Shah Kotla
1489,501227,2,59,['WP Saha' 'MJ Guptill' 'MK Pandey' 'KS Williamson'],['BB Sran' 'SL Malinga' 'JJ Bumrah'],Feroz Shah Kotla
1490,501226,1,41,['CH Gayle' 'KL Rahul' 'MA Agarwal' 'N Pooran'],['S Sandeep Warrier' 'HF Gurney' 'SP Narine'],"MA Chidambaram Stadium, Chepauk"
1491,501226,2,62,['Shubman Gill' 'CA Lynn'],['Mohammed Shami' 'Arshdeep Singh' 'R Ashwin' 'AJ Tye'],"MA Chidambaram Stadium, Chepauk"
1492,501225,1,30,['AM Rahane' 'LS Livingstone' 'SV Samson' 'MK Lomror' 'S Gopal' 'R Parag'],['TA Boult' 'I Sharma' 'AR Patel'],Sawai Mansingh Stadium
1493,501225,2,46,['PP Shaw' 'S Dhawan' 'RR Pant' 'SS Iyer'],['K Gowtham' 'VR Aaron' 'O Thomas' 'IS Sodhi' 'S Gopal'],Sawai Mansingh Stadium
1494,501224,1,52,['WP Saha' 'MJ Guptill' 'MK Pandey'],['UT Yadav' 'Navdeep Saini' 'YS Chahal'],"Rajiv Gandhi International Stadium, Uppal"
1495,501224,2,49,['PA Patel' 'V Kohli' 'AB de Villiers' 'SO Hetmyer' 'Gurkeerat Singh'],['B Kumar' 'KK Ahmed' 'Rashid Khan'],"Rajiv Gandhi International Stadium, Uppal"
1496,501223,1,42,['F du Plessis' 'SR Watson' 'SK Raina'],['Harpreet Brar' 'Mohammed Shami' 'SM Curran' 'R Ashwin'],Feroz Shah Kotla
1497,501223,2,68,['KL Rahul' 'CH Gayle'],['DL Chahar' 'Harbhajan Singh' 'DJ Bravo'],Feroz Shah Kotla
1498,501222,1,49,['Shubman Gill' 'CA Lynn'],['MJ McClenaghan' 'KH Pandya' 'SL Malinga' 'JJ Bumrah' 'RD Chahar'],Eden Gardens
1499,501222,2,46,['Q de Kock' 'RG Sharma'],['S Sandeep Warrier' 'HF Gurney' 'AD Russell' 'SP Narine'],Eden Gardens
1500,501221,1,32,['F du Plessis' 'SR Watson' 'SK Raina' 'M Vijay'],['SL Malinga' 'KH Pandya' 'RD Chahar' 'J Yadav' 'JJ Bumrah'],Wankhede Stadium
1501,501221,2,44,['RG Sharma' 'SA Yadav' 'Q de Kock' 'Ishan Kishan'],['DL Chahar' 'Harbhajan Singh'],Wankhede Stadium
1502,501220,1,54,['WP Saha' 'MJ Guptill' 'MK Pandey'],['TA Boult' 'I Sharma' 'AR Patel'],"Punjab Cricket Association Stadium, Mohali"
1503,501220,2,55,['PP Shaw' 'S Dhawan'],['B Kumar' 'Mohammad Nabi' 'KK Ahmed' 'Rashid Khan'],"Punjab Cricket Association Stadium, Mohali"
1504,501219,1,41,['PP Shaw' 'S Dhawan' 'C Munro' 'SS Iyer'],['DL Chahar' 'SN Thakur' 'Harbhajan Singh'],Eden Gardens
1505,501219,2,42,['F du Plessis' 'SR Watson'],['TA Boult' 'I Sharma' 'AR Patel'],Eden Gardens
1506,501218,1,45,['Q de Kock' 'RG Sharma' 'SA Yadav' 'Ishan Kishan'],['DL Chahar' 'SN Thakur' 'Harbhajan Singh'],Wankhede Stadium
1507,501218,2,53,['F du Plessis' 'SR Watson' 'SK Raina'],['MJ McClenaghan' 'KH Pandya' 'SL Malinga' 'JJ Bumrah'],Wankhede Stadium
1508,501216,1,51,['RG Sharma' 'Q de Kock' 'SA Yadav' 'SS Tiwary'],['DL Chahar' 'SM Curran' 'L Ngidi' 'PP Chawla'],Feroz Shah Kotla
1509,501216,2,37,['M Vijay' 'SR Watson' 'F du Plessis' 'AT Rayudu'],['TA Boult' 'JL Pattinson' 'JJ Bumrah'],Feroz Shah Kotla
1510,501215,1,23,['PP Shaw' 'S Dhawan' 'SO Hetmyer' 'SS Iyer' 'RR Pant'],['SS Cottrell' 'Mohammed Shami' 'CJ Jordan'],Nehru Stadium
1511,501215,2,35,['KL Rahul' 'MA Agarwal' 'KK Nair' 'N Pooran' 'GJ Maxwell'],['A Nortje' 'MM Sharma' 'K Rabada' 'R Ashwin'],Nehru Stadium
1512,501214,1,17,"['Shubman Gill' 'RA Tripathi' 'N Rana' 'T Banton' 'KD Karthik'
 'EJG Morgan']",['CH Morris' 'Mohammed Siraj' 'Navdeep Saini'],Eden Gardens
1513,501214,2,44,['D Padikkal' 'AJ Finch'],['PJ Cummins' 'M Prasidh Krishna' 'CV Varun'],Eden Gardens
1514,501213,1,48,['RG Sharma' 'Q de Kock' 'SA Yadav' 'Ishan Kishan'],['Sandeep Sharma' 'JO Holder' 'S Nadeem'],Dr DY Patil Sports Academy
1515,501213,2,56,['DA Warner' 'WP Saha'],['DS Kulkarni' 'NM Coulter-Nile' 'JL Pattinson' 'RD Chahar'],Dr DY Patil Sports Academy
1516,501212,1,54,['YBK Jaiswal' 'SPD Smith' 'SV Samson'],['DL Chahar' 'SM Curran' 'L Ngidi'],"Rajiv Gandhi International Stadium, Uppal"
1517,501212,2,53,['M Vijay' 'SR Watson'],['JD Unadkat' 'JC Archer' 'S Gopal' 'TK Curran'],"Rajiv Gandhi International Stadium, Uppal"
1518,501211,1,36,['Shubman Gill' 'N Rana' 'RA Tripathi' 'KD Karthik'],['TU Deshpande' 'A Nortje' 'K Rabada' 'AR Patel'],"MA Chidambaram Stadium, Chepauk"
1519,501211,2,36,['AM Rahane' 'SS Iyer' 'S Dhawan' 'RR Pant'],['PJ Cummins' 'M Prasidh Krishna' 'KL Nagarkoti'],"MA Chidambaram Stadium, Chepauk"
1520,501210,1,47,['KL Rahul' 'Mandeep Singh' 'CH Gayle'],['Sandeep Sharma' 'KK Ahmed' 'JO Holder'],Wankhede Stadium
1521,501210,2,52,['DA Warner' 'JM Bairstow'],['Mohammed Shami' 'Arshdeep Singh' 'M Ashwin'],Wankhede Stadium
1522,501209,1,54,['JR Philippe' 'D Padikkal'],['TA Boult' 'JJ Bumrah' 'KH Pandya' 'JL Pattinson'],Sawai Mansingh Stadium
1523,501209,2,45,['Q de Kock' 'Ishan Kishan' 'SA Yadav'],['CH Morris' 'DW Steyn' 'Washington Sundar' 'Mohammed Siraj'],Sawai Mansingh Stadium
1524,501208,1,51,['PP Shaw' 'S Dhawan' 'SS Iyer' 'RR Pant' 'MP Stoinis'],['VR Aaron' 'JC Archer' 'Kartik Tyagi' 'AJ Tye'],"Rajiv Gandhi International Stadium, Uppal"
1525,501208,2,41,['YBK Jaiswal' 'JC Buttler' 'SPD Smith'],['K Rabada' 'A Nortje' 'R Ashwin' 'HV Patel'],"Rajiv Gandhi International Stadium, Uppal"
1526,501207,1,52,['RA Tripathi' 'Shubman Gill' 'N Rana'],['DL Chahar' 'SM Curran' 'SN Thakur'],Dr DY Patil Sports Academy
1527,501207,2,54,['SR Watson' 'F du Plessis' 'AT Rayudu'],['PJ Cummins' 'Shivam Mavi'],Dr DY Patil Sports Academy
1528,501206,1,30,['JR Philippe' 'D Padikkal' 'V Kohli' 'AB de Villiers'],['Sandeep Sharma' 'JO Holder' 'T Natarajan'],"Punjab Cricket Association Stadium, Mohali"
1529,501206,2,58,['DA Warner' 'WP Saha' 'MK Pandey'],['CH Morris' 'Washington Sundar' 'Navdeep Saini' 'Mohammed Siraj'],"Punjab Cricket Association Stadium, Mohali"
1530,501205,1,41,['Q de Kock' 'SA Yadav' 'RG Sharma' 'Ishan Kishan'],['SS Cottrell' 'Mohammed Shami' 'Ravi Bishnoi' 'K Gowtham'],M Chinnaswamy Stadium
1531,501205,2,41,['KL Rahul' 'MA Agarwal' 'KK Nair' 'N Pooran'],['TA Boult' 'JL Pattinson' 'KH Pandya' 'JJ Bumrah'],M Chinnaswamy Stadium
1532,501204,1,42,['Shubman Gill' 'SP Narine' 'N Rana'],['JC Archer' 'AS Rajpoot' 'JD Unadkat' 'TK Curran'],Sawai Mansingh Stadium
1533,501204,2,39,['JC Buttler' 'SPD Smith' 'SV Samson' 'RV Uthappa'],['SP Narine' 'PJ Cummins' 'Shivam Mavi'],Sawai Mansingh Stadium
1534,501203,1,40,['JR Philippe' 'D Padikkal' 'V Kohli'],['DR Sams' 'R Ashwin' 'A Nortje' 'K Rabada'],Eden Gardens
1535,501203,2,53,['PP Shaw' 'S Dhawan' 'AM Rahane'],['CH Morris' 'Mohammed Siraj' 'Washington Sundar' 'I Udana'],Eden Gardens
1536,501202,1,53,['KL Rahul' 'MA Agarwal' 'CH Gayle'],['DL Chahar' 'SM Curran' 'SN Thakur' 'L Ngidi'],Dr DY Patil Sports Academy
1537,501202,2,57,['RD Gaikwad' 'F du Plessis'],['JDS Neesham' 'Mohammed Shami' 'CJ Jordan' 'Ravi Bishnoi'],Dr DY Patil Sports Academy
1538,501201,1,26,['DA Warner' 'JM Bairstow' 'MK Pandey'],['JC Archer' 'S Gopal' 'Kartik Tyagi' 'JD Unadkat'],Feroz Shah Kotla
1539,501201,2,36,['BA Stokes' 'JC Buttler' 'SPD Smith' 'RV Uthappa' 'SV Samson'],['Sandeep Sharma' 'KK Ahmed' 'T Natarajan'],Feroz Shah Kotla
1540,501200,1,59,['Q de Kock' 'RG Sharma' 'SA Yadav'],['S Sandeep Warrier' 'Shivam Mavi' 'PJ Cummins' 'SP Narine'],Nehru Stadium
1541,501200,2,33,['Shubman Gill' 'SP Narine' 'KD Karthik' 'N Rana'],['TA Boult' 'JL Pattinson' 'JJ Bumrah' 'RD Chahar'],Nehru Stadium
1542,501199,1,39,['SM Curran' 'F du Plessis' 'SR Watson'],['TU Deshpande' 'K Rabada' 'AR Patel' 'A Nortje'],"Rajiv Gandhi International Stadium, Uppal"
1543,501199,2,41,['PP Shaw' 'AM Rahane' 'S Dhawan' 'SS Iyer'],['DL Chahar' 'SM Curran' 'SN Thakur'],"Rajiv Gandhi International Stadium, Uppal"
1544,501198,1,50,['KL Rahul' 'MA Agarwal'],['UT Yadav' 'DW Steyn' 'Navdeep Saini'],"MA Chidambaram Stadium, Chepauk"
1545,501198,2,40,['D Padikkal' 'AJ Finch' 'JR Philippe' 'V Kohli' 'AB de Villiers'],['SS Cottrell' 'Mohammed Shami' 'Ravi Bishnoi'],"MA Chidambaram Stadium, Chepauk"
1546,419165,1,57,['Q de Kock' 'RG Sharma' 'SA Yadav'],['AS Rajpoot' 'S Gopal' 'JC Archer' 'Kartik Tyagi' 'TK Curran'],Dr DY Patil Sports Academy
1547,419165,2,31,['YBK Jaiswal' 'SPD Smith' 'JC Buttler' 'SV Samson' 'MK Lomror'],['TA Boult' 'JJ Bumrah' 'JL Pattinson'],Dr DY Patil Sports Academy
1548,419164,1,48,['Shubman Gill' 'RA Tripathi'],['Sandeep Sharma' 'Basil Thampi' 'T Natarajan'],Dr DY Patil Sports Academy
1549,419164,2,58,['JM Bairstow' 'KS Williamson'],['PJ Cummins' 'Shivam Mavi' 'CV Varun' 'AD Russell'],Dr DY Patil Sports Academy
1550,419163,1,46,['KL Rahul' 'MA Agarwal'],['DL Chahar' 'SM Curran' 'SN Thakur'],Dr DY Patil Sports Academy
1551,419163,2,60,['SR Watson' 'F du Plessis'],['SS Cottrell' 'Mohammed Shami' 'Harpreet Brar' 'CJ Jordan'],Dr DY Patil Sports Academy
1552,419162,1,38,['JC Buttler' 'SPD Smith' 'SV Samson' 'RV Uthappa' 'MK Lomror'],['I Udana' 'Washington Sundar' 'Navdeep Saini' 'YS Chahal'],Dr DY Patil Sports Academy
1553,419162,2,50,['D Padikkal' 'AJ Finch' 'V Kohli'],['JC Archer' 'JD Unadkat' 'S Gopal' 'TK Curran'],Dr DY Patil Sports Academy
1554,419161,1,57,['PP Shaw' 'S Dhawan'],['PJ Cummins' 'Shivam Mavi' 'CV Varun' 'SP Narine'],Eden Gardens
1555,419161,2,59,['Shubman Gill' 'SP Narine' 'N Rana'],['K Rabada' 'A Nortje' 'R Ashwin' 'MP Stoinis' 'HV Patel'],Eden Gardens
1556,419160,1,42,['DA Warner' 'JM Bairstow' 'MK Pandey'],['DL Chahar' 'SM Curran' 'SN Thakur'],Feroz Shah Kotla
1557,419160,2,36,['F du Plessis' 'SR Watson' 'AT Rayudu' 'KM Jadhav'],['B Kumar' 'KK Ahmed' 'T Natarajan'],Feroz Shah Kotla
1558,419159,1,43,['RG Sharma' 'Q de Kock' 'SA Yadav' 'Ishan Kishan' 'KH Pandya'],['GJ Maxwell' 'Mohammed Shami' 'Arshdeep Singh'],Himachal Pradesh Cricket Association Stadium
1559,419159,2,51,['KL Rahul' 'MA Agarwal' 'CH Gayle'],['TA Boult' 'KH Pandya' 'JJ Bumrah' 'NM Coulter-Nile'],Himachal Pradesh Cricket Association Stadium
1560,419158,1,47,['RV Uthappa' 'BA Stokes' 'SV Samson'],['Sandeep Sharma' 'JO Holder' 'V Shankar'],Eden Gardens
1561,419158,2,58,['DA Warner' 'MK Pandey' 'JM Bairstow' 'V Shankar'],['JC Archer' 'AS Rajpoot' 'Kartik Tyagi' 'BA Stokes'],Eden Gardens
1562,419157,1,63,['PP Shaw' 'S Dhawan'],['I Udana' 'Washington Sundar' 'Navdeep Saini' 'YS Chahal'],M Chinnaswamy Stadium
1563,419157,2,43,['D Padikkal' 'AJ Finch' 'V Kohli' 'AB de Villiers'],['K Rabada' 'A Nortje' 'R Ashwin' 'AR Patel' 'HV Patel'],M Chinnaswamy Stadium
1564,419156,1,54,['Shubman Gill' 'N Rana' 'RA Tripathi' 'KD Karthik' 'EJG Morgan'],['GJ Maxwell' 'Mohammed Shami' 'Arshdeep Singh'],Himachal Pradesh Cricket Association Stadium
1565,419156,2,36,['KL Rahul' 'Mandeep Singh'],['PJ Cummins' 'M Prasidh Krishna' 'CV Varun'],Himachal Pradesh Cricket Association Stadium
1566,419155,1,24,"['RD Gaikwad' 'AT Rayudu' 'F du Plessis' 'N Jagadeesan' 'MS Dhoni'
 'RA Jadeja' 'SM Curran']",['TA Boult' 'JJ Bumrah' 'KH Pandya'],"MA Chidambaram Stadium, Chepauk"
1567,419155,2,52,['Q de Kock' 'Ishan Kishan'],['DL Chahar' 'JR Hazlewood' 'Imran Tahir'],"MA Chidambaram Stadium, Chepauk"
1568,419154,1,52,['RV Uthappa' 'BA Stokes' 'SV Samson'],['Washington Sundar' 'CH Morris' 'I Udana' 'Navdeep Saini'],Sawai Mansingh Stadium
1569,419154,2,47,['D Padikkal' 'AJ Finch' 'V Kohli'],['JC Archer' 'S Gopal' 'Kartik Tyagi' 'JD Unadkat'],Sawai Mansingh Stadium
1570,419153,1,25,['RA Tripathi' 'Shubman Gill' 'N Rana' 'EJG Morgan'],['Mohammed Shami' 'Arshdeep Singh' 'CJ Jordan'],"MA Chidambaram Stadium, Chepauk"
1571,419153,2,47,['KL Rahul' 'MA Agarwal'],['PJ Cummins' 'M Prasidh Krishna' 'KL Nagarkoti'],"MA Chidambaram Stadium, Chepauk"
1572,419152,1,77,['DA Warner' 'WP Saha'],['A Nortje' 'K Rabada' 'R Ashwin' 'AR Patel'],Brabourne Stadium
1573,419152,2,54,['AM Rahane' 'S Dhawan' 'MP Stoinis' 'SO Hetmyer'],['Sandeep Sharma' 'S Nadeem' 'JO Holder'],Brabourne Stadium
1574,419151,1,36,['D Padikkal' 'AJ Finch' 'V Kohli'],['DL Chahar' 'SM Curran' 'SN Thakur'],"Vidarbha Cricket Association Stadium, Jamtha"
1575,419151,2,26,['SR Watson' 'F du Plessis' 'AT Rayudu' 'N Jagadeesan'],['CH Morris' 'Navdeep Saini' 'I Udana' 'Washington Sundar'],"Vidarbha Cricket Association Stadium, Jamtha"
1576,419150,1,33,['RA Tripathi' 'Shubman Gill' 'N Rana' 'KD Karthik'],['TA Boult' 'NM Coulter-Nile' 'JJ Bumrah' 'KH Pandya'],Sawai Mansingh Stadium
1577,419150,2,51,['RG Sharma' 'Q de Kock'],['CJ Green' 'PJ Cummins' 'M Prasidh Krishna' 'AD Russell'],Sawai Mansingh Stadium
1578,419149,1,60,['KL Rahul' 'MA Agarwal'],['JD Unadkat' 'AS Rajpoot' 'JC Archer'],Feroz Shah Kotla
1579,419149,2,69,['JC Buttler' 'SPD Smith' 'SV Samson'],['SS Cottrell' 'Mohammed Shami' 'Ravi Bishnoi' 'JDS Neesham'],Feroz Shah Kotla
1580,419148,1,44,['SM Curran' 'F du Plessis' 'SR Watson' 'AT Rayudu'],['Sandeep Sharma' 'KK Ahmed' 'S Nadeem'],M Chinnaswamy Stadium
1581,419148,2,40,['DA Warner' 'JM Bairstow' 'MK Pandey' 'KS Williamson'],['DL Chahar' 'SM Curran'],M Chinnaswamy Stadium
1582,419147,1,46,['PP Shaw' 'AM Rahane' 'S Dhawan' 'SS Iyer'],['TA Boult' 'JL Pattinson' 'JJ Bumrah' 'KH Pandya'],"Vidarbha Cricket Association Stadium, Jamtha"
1583,419147,2,44,['RG Sharma' 'Q de Kock'],['K Rabada' 'A Nortje' 'AR Patel' 'R Ashwin'],"Vidarbha Cricket Association Stadium, Jamtha"
1584,419146,1,55,['Shubman Gill' 'N Rana' 'RA Tripathi'],['JC Archer' 'VR Aaron' 'S Gopal' 'BA Stokes'],"Punjab Cricket Association Stadium, Mohali"
